tourney_date,tourney_name,surface,winner_name,loser_name
20260307,Indian Wells,Hard,Djokovic N.,Majchrzak K.
20260307,Indian Wells,Hard,Swiatek I.,Day K.
20260307,Indian Wells,Hard,Kartal S.,Navarro E.
20260307,Indian Wells,Hard,Ostapenko J.,Volynets K.
20260307,Indian Wells,Hard,Bencic B.,Hunter S.
20260307,Indian Wells,Hard,Sakkari M.,Tagger L.
20260307,Indian Wells,Hard,Muchova K.,Bondar A.
20260307,Indian Wells,Hard,Krueger A.,Samsonova L.
20260307,Indian Wells,Hard,Rybakina E.,Baptiste H.
20260307,Indian Wells,Hard,Anisimova A.,Blinkova A.
20260307,Indian Wells,Hard,Osorio C.,Jovic I.
20260307,Indian Wells,Hard,Osaka N.,Jimenez Kasintseva V.
20260307,Indian Wells,Hard,Cristian J.,Joint M.
20260307,Antalya 2 WTA,Hard,Oliynykova O.,Uchijima M.
20260307,Antalya 2 WTA,Hard,Kalinina A.,Kawa K.
20260307,Indian Wells,Hard,Eala A.,Yastremska D.
20260307,Trnava 2 ITF,Hard,Vandewinkel H.,Andreeva E.
20260307,Futures 2026,Hard,--:--,Yamazaki Y.
20260307,Futures 2026,Hard,--:--,Sagawa T.
20260307,UTR Pro Tennis Series 9,Hard,Boros B.,Belkovics A.
20260307,UTR Pro Tennis Series 9,Hard,Matsumura R.,Nakagawa N.
20260307,UTR Pro Tennis Series 9,Hard,Tanuma R.,Tashiro Y.
20260307,UTR Pro Tennis Series 9,Hard,Chikami S.,Ono C.
20260307,Futures 2026,Hard,Boyer T.,Hsu L.
20260307,Futures 2026,Hard,Mckenzie J.,Jovic M.
20260307,Futures 2026,Hard,--:--,Noguchi R.
20260307,Futures 2026,Hard,Littlejohn F.,Pai A.
20260307,Futures 2026,Hard,Murray A.,Pimenta J.
20260307,Futures 2026,Hard,--:--,Nakamura M.
20260307,Futures 2026,Hard,--:--,Sohda M.
20260307,Futures 2026,Hard,--:--,Huang J.
20260307,Futures 2026,Hard,--:--,Nukata K.
20260307,Futures 2026,Hard,--:--,Shinohara M.
20260307,Futures 2026,Hard,Emslie-Robson F.,Thapa Y.
20260307,Trnava 2 ITF,Hard,Snigur D.,Naef C.
20260307,Helsinki ITF,Hard,Gao X.,Vandromme J.
20260307,Helsinki ITF,Hard,Noha Akugue N.,Barthel M.
20260307,UTR Pro Tennis Series 9,Hard,Yoshida A.,Allen H.
20260307,UTR Pro Tennis Series 9,Hard,Nakashima M.,Shigeta M.
20260307,Hagetmau ITF,Hard,Encheva L.,Bartashevich Y.
20260307,Huamantla ITF,Hard,Tona M.,Iyengar M.
20260307,Huamantla ITF,Hard,Feistel G.,Reasco Gonzalez M.
20260307,Maanshan ITF,Hard,Wang J.,Snigireva A.
20260307,UTR Pro Tennis Series 9,Hard,Noguchi S.,Namigata J.
20260307,Maanshan ITF,Hard,Jeong B.,Jang S.
20260307,Sharm El Sheikh 6 ITF,Hard,Hatouka Y.,Ezzat Y.
20260307,Trois-Rivieres ITF,Hard,Ivanova D.,Grubor A.
20260307,Trois-Rivieres ITF,Hard,Arseneault A.,Gowda T.
20260307,Maanshan 2 ITF,Hard,--:--,Tang Y.
20260307,Maanshan 2 ITF,Hard,--:--,Sun J.
20260307,Maanshan 2 ITF,Hard,--:--,Ding D.
20260307,Sharm El Sheikh 6 ITF,Hard,Zanolini C.,Ruoxi M.
20260307,UTR Pro Tennis Series 9,Hard,Nishimura H.,Ozeki A.
20260307,UTR Pro Tennis Series 9,Hard,Miyamoto A.,Furuya M.
20260307,UTR Pro Tennis Series 9,Hard,Miyamoto R.,Yamagishi M.
20260307,Heraklion ITF,Hard,Mintegi Del Olmo A.,Fita Boluda A.
20260307,Heraklion ITF,Hard,Astakhova D.,Dencheva R.
20260307,Kalaburagi ITF,Hard,Raina A.,Naklo T.
20260307,Kalaburagi ITF,Hard,Adkar V.,Gimbrere J.
20260307,Launceston ITF,Hard,Cabrera L.,Subasic A.
20260307,Launceston ITF,Hard,Yuan C.,Kuramochi M.
20260307,Monastir 25 ITF,Hard,Guerrero Alvarez E.,Basiletti N.
20260307,Monastir 25 ITF,Hard,Falei A.,Lu J.
20260307,UTR Pro Tennis Series 5,Hard,Znuderl A.,Maric G.
20260307,UTR Pro Tennis Series 5,Hard,Ksandinov S.,Stor N.
20260307,UTR Pro Tennis Series 5,Hard,Krymlova M.,Nesmianovych A.
20260307,UTR Pro Tennis Series 5,Hard,Titarenko V.,Golas O.
20260307,UTR Pro Tennis Series 5,Hard,Kovacicova S.,Gvozdenovic S.
20260307,UTR Pro Tennis Series 5,Hard,Goina P.,Podlinska M.
20260307,UTR Pro Tennis Series 9,Hard,Sakurada S.,Natsuka M.
20260307,UTR Pro Tennis Series 9,Hard,Niinomi G.,Mochizuki K.
20260307,UTR Pro Tennis Series 9,Hard,Maeda Y.,Kizaki R.
20260307,UTR Pro Tennis Series 5,Hard,Mulville V.,Pryshchepa M.
20260307,UTR Pro Tennis Series 9,Hard,Lapalu V.,Krall L.
20260307,Hersonissos challenger,Hard,Wendelken H.,Kuzmanov D.
20260307,Hersonissos challenger,Hard,Samuel T.,Sakellaridis S.
20260307,Futures 2026,Hard,Ambrogi L.,Rodriguez L.
20260307,Futures 2026,Hard,Dedura-Palomero D.,Zeitune M.
20260307,Futures 2026,Hard,Rodriguez L.,Rodriguez Taverna S.
20260307,Futures 2026,Hard,Stricker D.,Brunold M.
20260307,Kigali challenger,Hard,Schwaerzler J.,Napolitano S.
20260307,Futures 2026,Hard,Domingues J.,Ribecai M.
20260307,Futures 2026,Hard,Boulais J.,Broady L.
20260307,Futures 2026,Hard,Hsu Y.,Dellavedova M.
20260307,Futures 2026,Hard,Moriya H.,Jasika O.
20260307,Futures 2026,Hard,Young G.,Vandecasteele Q.
20260307,Futures 2026,Hard,De Jonge D.,Kakhniuk D.
20260307,Futures 2026,Hard,Matusevich A.,Ghazouani Durand Y.
20260307,Futures 2026,Hard,Masur D.,Stewart H.
20260307,Brasília challenger,Hard,Rocha H.,Monteiro T.
20260307,Brasília challenger,Hard,Vallejo A.,Ribeiro E.
20260307,Thionville challenger,Hard,Budkov Kjaer N.,Virtanen O.
20260307,UTR Pro Tennis Series 9,Hard,Heck H.,Mehrotra A.
20260307,Indian Wells,Hard,Vacherot V.,Borges N.
20260307,Indian Wells,Hard,Diallo G.,Rublev A.
20260307,Indian Wells,Hard,Fonseca J.,Khachanov K.
20260307,Indian Wells,Hard,Cerundolo F.,Bonzi B.
20260307,Indian Wells,Hard,Draper J.,Bautista-Agut R.
20260307,Indian Wells,Hard,Kovacevic A.,Moutet C.
20260307,Indian Wells,Hard,Ruud C.,Shevchenko A.
20260307,Indian Wells,Hard,Mensik J.,Giron M.
20260307,Indian Wells,Hard,Paul T.,Bergs Z.
20260307,Indian Wells,Hard,Sinner J.,Svrcina D.
20260307,Indian Wells,Hard,Davidovich Fokina A.,Svajda Z.
20260307,Indian Wells,Hard,Tiafoe F.,Brooksby J.
20260307,Indian Wells,Hard,Auger Aliassime F.,Monfils G.
20260307,Thionville challenger,Hard,Ofner S.,Gaston H.
20260307,Futures 2026,Hard,Rossi L.,Beauge M.
20260307,Futures 2026,Hard,Hudd E.,Palan D.
20260307,Indian Wells,Hard,Shapovalov D.,Etcheverry T.
20260307,Futures 2026,Hard,Sheyngezikht L.,Lien J.
20260307,UTR Pro Tennis Series 3,Hard,Valdes G.,Stanisavljevic M.
20260307,UTR Pro Tennis Series 3,Hard,Yatsuk I.,Alam S.
20260307,UTR Pro Tennis Series 3,Hard,Sancilio R.,Carpenter M.
20260307,UTR Pro Tennis Series 3,Hard,Baker B.,King O.
20260307,UTR Pro Tennis Series 3,Hard,Burdet A.,Baez A.
20260307,UTR Pro Tennis Series 3,Hard,Katz M.,Nortey I.
20260307,UTR Pro Tennis Series 5,Hard,Bienkiewicz J.,McGloughlin J.
20260307,UTR Pro Tennis Series 5,Hard,Martikainen O.,Migliorati M.
20260307,UTR Pro Tennis Series 5,Hard,Lootsma N.,Wassermann M.
20260307,UTR Pro Tennis Series 5,Hard,Fajta P.,Wygona J.
20260307,UTR Pro Tennis Series 5,Hard,Khoeblal E.,Malesevic N.
20260307,UTR Pro Tennis Series 5,Hard,Antonelli J.,Einig F.
20260307,UTR Pro Tennis Series 5,Hard,Bienkiewicz J.,Gil Garcia A.
20260307,Futures 2026,Hard,Echeverria J.,Cekirge K.
20260307,UTR Pro Tennis Series 5,Hard,Wyeth P.,Szamborski J.
20260307,UTR Pro Tennis Series 3,Hard,Rhazali O.,Cohen D.
20260307,UTR Pro Tennis Series 3,Hard,Binu A.,Berezin D.
20260307,UTR Pro Tennis Series 5,Hard,Van Zijl T.,Manukyan V.
20260307,Futures 2026,Hard,Vandecasteele Q.,Baadi T.
20260307,Futures 2026,Hard,Cekirge K.,Borg L.
20260307,Futures 2026,Hard,Hurrion M.,Lalami Laaroussi Y.
20260307,UTR Pro Tennis Series 3,Hard,Daciek P.,Rezk G.
20260307,Futures 2026,Hard,Hurrion M.,Petrovic A.
20260307,Futures 2026,Hard,Sheyngezikht L.,Boros A.
20260307,Futures 2026,Hard,Palan D.,Iakubenko V.
20260307,Futures 2026,Hard,Pankin S.,Krajci M.
20260307,Futures 2026,Hard,Raquillet L.,Planinsek F.
20260307,Futures 2026,Hard,Hudd E.,Chen C.
20260307,Futures 2026,Hard,Karol M.,Bennani K.
20260307,Futures 2026,Hard,Berkieta T.,Kuhar M.
20260307,Futures 2026,Hard,Angelini L.,Colby R.
20260307,Futures 2026,Hard,Zakaryia F.,Dzhavakian Y.
20260307,Futures 2026,Hard,Ilagan A.,M Rifki F.
20260307,Futures 2026,Hard,Matsuda K.,Sornlaksup P.
20260308,Kigali 2 challenger,Hard,Marrero Curbelo I.,Niyigena E.
20260308,Santiago challenger,Clay,Kingsley C.,Zeballos F.
20260308,Santiago challenger,Clay,Nunez D.,Serdarusic N.
20260308,Santiago challenger,Clay,Becerra Otarola I.,Scramin do Lago J.
20260308,Santiago challenger,Clay,Marcondes I.,Cossu M.
20260308,Santiago challenger,Clay,Roncadelli F.,Basel V.
20260308,Kigali 2 challenger,Hard,Steiner M.,Voelzke G.
20260308,Kigali 2 challenger,Hard,Iradukunda G.,Dev S.
20260308,Santiago challenger,Clay,Moreno De Alboran N.,Ribero F.
20260308,Kigali 2 challenger,Hard,Latinovic S.,De Krom M.
20260308,Kigali 2 challenger,Hard,Dalla Valle E.,Alvarado P.
20260308,Kigali 2 challenger,Hard,Covato M.,Ishimwe C.
20260308,Kigali 2 challenger,Hard,Nijboer R.,Sinha N.
20260308,Kigali 2 challenger,Hard,Donski A.,Pieri S.
20260308,Kigali 2 challenger,Hard,Ionel N.,Gatoto A.
20260308,Kigali 2 challenger,Hard,Vasa E.,Banthia S.
20260308,Kigali 2 challenger,Hard,Pennaforti G.,Beckley A.
20260308,Hersonissos 2 challenger,Hard,Makk P.,Potenza L.
20260308,Santiago challenger,Clay,Villalon N.,Dickerson R.
20260308,Hersonissos 2 challenger,Hard,Azoides D.,Story J.
20260308,Hersonissos 2 challenger,Hard,Loge J.,Siniakov D.
20260308,Kigali 2 challenger,Hard,Beckles D.,Klok D.
20260308,Santiago challenger,Clay,Villanueva G.,De la Pena B.
20260308,Indian Wells,Hard,Andreeva M.,Sierra S.
20260308,Santiago challenger,Clay,Torrealba B.,Huertas Del Pino C.
20260308,Monastir 25 ITF,Hard,Falei A.,Guerrero Alvarez E.
20260308,Hersonissos 2 challenger,Hard,Langmo C.,Sakellaridis D.
20260308,Launceston ITF,Hard,Cabrera L.,Yuan C.
20260308,Kalaburagi ITF,Hard,Adkar V.,Raina A.
20260308,Heraklion ITF,Hard,Mintegi Del Olmo A.,Astakhova D.
20260308,Helsinki ITF,Hard,Noha Akugue N.,Gao X.
20260308,Trnava 2 ITF,Hard,Vandewinkel H.,Snigur D.
20260308,Antalya 2 WTA,Hard,Kalinina A.,Oliynykova O.
20260308,Indian Wells,Hard,Siniakova K.,Fernandez L.
20260308,Indian Wells,Hard,Ruzic A.,Zheng Q.
20260308,Santiago challenger,Clay,Saraiva Dos Santos P.,Huertas Del Pino A.
20260308,Indian Wells,Hard,Mertens E.,Bucsa C.
20260308,Indian Wells,Hard,Keys M.,Parry D.
20260308,Indian Wells,Hard,Kostyuk M.,Townsend T.
20260308,Indian Wells,Hard,Svitolina E.,Siegemund L.
20260308,Indian Wells,Hard,Gibson T.,Tauson C.
20260308,Indian Wells,Hard,Noskova L.,Cirstea S.
20260308,Indian Wells,Hard,Sabalenka A.,Cristian J.
20260308,Indian Wells,Hard,Paolini J.,Tomljanovic A.
20260308,Indian Wells,Hard,Osaka N.,Osorio C.
20260308,Santiago challenger,Clay,Justo G.,Matta A.
20260308,Santiago challenger,Clay,Sakamoto P.,Paul J.
20260308,Indian Wells,Hard,Pegula J.,Vekic D.
20260308,Hersonissos 2 challenger,Hard,Iannaccone F.,Fellin P.
20260308,Futures 2026,Hard,Pel S.,Agarwal A.
20260308,Hersonissos 2 challenger,Hard,Wiskandt M.,Tsitsipas P.
20260308,Futures 2026,Hard,Zhao C.,Gwynne J.
20260308,Futures 2026,Hard,Kamath M.,Suresh K.
20260308,Futures 2026,Hard,Karra T.,Ganagama N.
20260308,Futures 2026,Hard,Sharma A.,Yadav Y.
20260308,Futures 2026,Hard,Jaisinghani R.,S Venkatraman G.
20260308,Futures 2026,Hard,Munim D.,Warik C.
20260308,Futures 2026,Hard,Jaya Prakash O.,Lakshmanan A.
20260308,Futures 2026,Hard,Dubinin A.,Rajshekar Raman R.
20260308,Futures 2026,Hard,Bathrinath L.,Dattatray Kurale S.
20260308,Futures 2026,Hard,Singh J.,Ianin N.
20260308,Futures 2026,Hard,Breen R.,Lai San H.
20260308,Futures 2026,Hard,Kamboj U.,Tewary M.
20260308,Futures 2026,Hard,Venkataraman A.,Duddupudi A.
20260308,Futures 2026,Hard,Charoenphon Y.,Zhou X.
20260308,Futures 2026,Hard,Syrovatskiy O.,Strauch V.
20260308,Futures 2026,Hard,Schifris J.,Kukasian A.
20260308,Futures 2026,Hard,Zhu M.,Nima D.
20260308,Futures 2026,Hard,Kirov V.,Omer E.
20260308,Futures 2026,Hard,Vickery L.,Athanasios Z.
20260308,Futures 2026,Hard,Garbero F.,Caripi V.
20260308,Futures 2026,Hard,Ciocca G.,Knippling P.
20260308,UTR Pro Tennis Series 5,Hard,Ksandinov S.,Krymlova M.
20260308,Futures 2026,Hard,Puri M.,Chauhan C.
20260308,Hersonissos 2 challenger,Hard,Hassan B.,Castagnola L.
20260308,Futures 2026,Hard,Sousou C.,Brosnahan C.
20260308,Futures 2026,Hard,--:--,Chigwidden L.
20260308,Hersonissos 2 challenger,Hard,Barranco Cosano J.,Staeheli L.
20260308,Hersonissos 2 challenger,Hard,Maxted L.,Sakellaridis M.
20260308,Hersonissos 2 challenger,Hard,Ovcharenko O.,Kountourakis I.
20260308,Hersonissos 2 challenger,Hard,Nesterov P.,Bittoun Kouzmine C.
20260308,Hersonissos 2 challenger,Hard,Gadamauri B.,Paldanius O.
20260308,Futures 2026,Hard,--:--,Ekstrand J.
20260308,Futures 2026,Hard,--:--,Gregoriou G.
20260308,Futures 2026,Hard,--:--,Fernandez Badia A.
20260308,Futures 2026,Hard,--:--,Kothapalli G.
20260308,Futures 2026,Hard,--:--,Tsatsakis E.
20260308,Futures 2026,Hard,--:--,Goldstein M.
20260308,Futures 2026,Hard,--:--,Avanoglu O.
20260308,Futures 2026,Hard,--:--,Graf D.
20260308,Futures 2026,Hard,--:--,Matuszewski G.
20260308,Futures 2026,Hard,--:--,Bravos I.
20260308,Futures 2026,Hard,--:--,Vyas A.
20260308,Futures 2026,Hard,--:--,Rutkowski J.
20260308,Futures 2026,Hard,--:--,Kalaitzis V.
20260308,Futures 2026,Hard,--:--,Nanobashvili S.
20260308,Futures 2026,Hard,--:--,Lopez N.
20260308,Futures 2026,Hard,--:--,Chatziavraam N.
20260308,Futures 2026,Hard,--:--,Gavrilenko M.
20260308,Futures 2026,Hard,--:--,Van Aken N.
20260308,UTR Pro Tennis Series 5,Hard,Najzer K.,Znuderl A.
20260308,Sharm El Sheikh 7 ITF,Hard,Peretti E.,Njoze M.
20260308,UTR Pro Tennis Series 5,Hard,Goina P.,Hrastar A.
20260308,Sharm El Sheikh 7 ITF,Hard,Mylnikova M.,Martynova P.
20260308,Sharm El Sheikh 7 ITF,Hard,Molnar K.,Covi E.
20260308,Sharm El Sheikh 7 ITF,Hard,Worring La Torre A.,Badawi A.
20260308,Futures 2026,Hard,Omarkhanov A.,Patel H.
20260308,Sharm El Sheikh 7 ITF,Hard,Tsao C.,Yamaguchi A.
20260308,Monastir 26 ITF,Hard,--:--,Zaremba M.
20260308,Monastir 26 ITF,Hard,--:--,Youssef L.
20260308,Monastir 26 ITF,Hard,--:--,Davari Dolatabadi A.
20260308,Monastir 26 ITF,Hard,Husar S.,Wiersholm K.
20260308,Monastir 26 ITF,Hard,Mariani M.,Ayadi Z.
20260308,Monastir 26 ITF,Hard,Poulka M.,Ben Abdelhafidh K.
20260308,Monastir 26 ITF,Hard,Pozarenko A.,Shkutova A.
20260308,Monastir 26 ITF,Hard,Efremova A.,Frahn M.
20260308,Monastir 26 ITF,Hard,Iankovskaia A.,Gharbi E.
20260308,Monastir 26 ITF,Hard,Lopez E.,Rebai H.
20260308,Monastir 26 ITF,Hard,Ternstrom L.,Koussenkova V.
20260308,Monastir 26 ITF,Hard,Catanzarite A.,Mateva A.
20260308,Maanshan 2 ITF,Hard,--:--,Chu Si Ting T.
20260308,Maanshan 2 ITF,Hard,Smirnova K.,Hanatani N.
20260308,Maanshan 2 ITF,Hard,Savinykh V.,Liu Z.
20260308,Maanshan 2 ITF,Hard,Yang A.,Cai J.
20260308,Sharm El Sheikh 7 ITF,Hard,Boian I.,Pang S.
20260308,Sharm El Sheikh 7 ITF,Hard,Bershteyn P.,Gowda L.
20260308,Sharm El Sheikh 7 ITF,Hard,--:--,Gurianova E.
20260308,Sharm El Sheikh 7 ITF,Hard,--:--,Lammers Z.
20260308,Victoriaville ITF,Hard,McPhillips K.,Oak S.
20260308,Victoriaville ITF,Hard,Cherny I.,Scudiero C.
20260308,Victoriaville ITF,Hard,Rennard C.,Vakalapudi S.
20260308,Victoriaville ITF,Hard,Brown J.,Demers L.
20260308,Victoriaville ITF,Hard,Kroupetski M.,Yacavino K.
20260308,Victoriaville ITF,Hard,Alexis L.,Dement S.
20260308,Victoriaville ITF,Hard,Shumate S.,Saada A.
20260308,Victoriaville ITF,Hard,Xie S.,Barry S.
20260308,Victoriaville ITF,Hard,Pitts-Clark A.,Gauvin E.
20260308,Victoriaville ITF,Hard,Iacoban M.,Nichita K.
20260308,Maanshan 2 ITF,Hard,Yodpetch K.,Kuznetsova E.
20260308,Victoriaville ITF,Hard,Bhopal A.,Denysiewicz Slowek C.
20260308,Victoriaville ITF,Hard,Leslie G.,Root M.
20260308,Victoriaville ITF,Hard,Schlepphorst A.,Tchamani A.
20260308,Victoriaville ITF,Hard,Gardiner K.,Cloutier C.
20260308,Timaru ITF,Hard,Shibata S.,Mcdonald S.
20260308,Timaru ITF,Hard,Krishnan N.,Madahar S.
20260308,Timaru ITF,Hard,Himeno N.,Buldo L.
20260308,Timaru ITF,Hard,Otway J.,Giesen A.
20260308,Timaru ITF,Hard,Dunn E.,Kurtovic A.
20260308,Timaru ITF,Hard,Gale L.,Cetinay I.
20260308,Timaru ITF,Hard,Wan J.,Ukil B.
20260308,Victoriaville ITF,Hard,Qostal L.,Istrate T.
20260308,Maanshan 2 ITF,Hard,Ren K.,Luo Y.
20260308,Maanshan 2 ITF,Hard,Yu W.,Lan X.
20260308,Maanshan 2 ITF,Hard,An L.,Zeng Z.
20260308,Heraklion 2 ITF,Hard,Chudejova M.,Feldmane D.
20260308,Heraklion 2 ITF,Hard,Paterno G.,Biot A.
20260308,Heraklion 2 ITF,Hard,Boehner L.,Rentoumi M.
20260308,Heraklion 2 ITF,Hard,Tomase E.,Cohen S.
20260308,Heraklion 2 ITF,Hard,Coleman E.,Alicea S.
20260308,Heraklion 2 ITF,Hard,Sagmar I.,Jakovleva A.
20260308,Heraklion 2 ITF,Hard,Groth G.,Nikolaidou S.
20260308,Heraklion 2 ITF,Hard,Pochtovyk K.,Jones M.
20260308,Heraklion 2 ITF,Hard,Nagornaia S.,Sramkova T.
20260308,Heraklion 2 ITF,Hard,Parentini Vallega Montebruno G.,Fehr N.
20260308,Heraklion 2 ITF,Hard,Veleva V.,Sakellaridi A.
20260308,Antalya 3 WTA,Hard,Zavatska K.,Riera J.
20260308,Antalya 3 WTA,Hard,Monnet C.,Atay S.
20260308,Antalya 3 WTA,Hard,Hontama M.,Kurt I.
20260308,Antalya 3 WTA,Hard,Gasanova A.,Werner C.
20260308,Antalya 3 WTA,Hard,Pigato L.,Ristic M.
20260308,Antalya 3 WTA,Hard,Pridankina E.,Reyngold E.
20260308,Antalya 3 WTA,Hard,Jakupovic D.,Parrizas-Diaz N.
20260308,Trois-Rivieres ITF,Hard,Arseneault A.,Ivanova D.
20260308,Sharm El Sheikh 6 ITF,Hard,Hatouka Y.,Zanolini C.
20260308,Maanshan ITF,Hard,Wang J.,Jeong B.
20260308,Huamantla ITF,Hard,Feistel G.,Tona M.
20260308,Antalya 3 WTA,Hard,Karatancheva L.,Paquet C.
20260308,UTR Pro Tennis Series 5,Hard,Mulville V.,Kovacicova S.
20260308,Heraklion 2 ITF,Hard,Zamarripa A.,Georgakopoulou D.
20260308,Heraklion 2 ITF,Hard,Grekul E.,Kusy Alzugaray J.
20260308,Maanshan 2 ITF,Hard,Mengqiao L.,Favier M.
20260308,Maanshan 2 ITF,Hard,Wang X.,Wang Y.
20260308,Maanshan 2 ITF,Hard,Burdina E.,Desvignes E.
20260308,Maanshan 2 ITF,Hard,Koyama H.,Ziatdinova A.
20260308,Maanshan 2 ITF,Hard,Gao D.,Nie X.
20260308,Maanshan 2 ITF,Hard,Laron M.,Ng M.
20260308,Maanshan 2 ITF,Hard,Chen S.,Chen Y.
20260308,Maanshan 2 ITF,Hard,Zou R.,Wu R.
20260308,Maanshan 2 ITF,Hard,Choi S.,Im H.
20260308,Maanshan 2 ITF,Hard,Snigireva A.,Soeda K.
20260308,Heraklion 2 ITF,Hard,Ngounoue M.,Roussopoulou S.
20260308,Maanshan 2 ITF,Hard,Suvirdjonkova D.,Ge L.
20260308,Maanshan 2 ITF,Hard,Belyaeva D.,Leykina P.
20260308,Maanshan 2 ITF,Hard,Xiao L.,Xu G.
20260308,Maanshan 2 ITF,Hard,Hou Y.,Cao Y.
20260308,Huamantla 2 ITF,Hard,Guzman Garcia A.,Ortega I.
20260308,Huamantla 2 ITF,Hard,Dominguez Garcia R.,Kaur B.
20260308,Huamantla 2 ITF,Hard,Morales M.,Bresson M.
20260308,Huamantla 2 ITF,Hard,Saavedra Carrera Z.,Torres Gomez F.
20260308,Huamantla 2 ITF,Hard,Foshee I.,Longpre M.
20260308,Heraklion 2 ITF,Hard,Spasova B.,Buhadana S.
20260308,Heraklion 2 ITF,Hard,Norin F.,Hefner D.
20260308,Maanshan 2 ITF,Hard,Zhao X.,Liu Y.
20260308,Futures 2026,Hard,Guillet A.,Sotikovs A.
20260308,Victoriaville ITF,Hard,Moe K.,Bedard J.
20260308,Futures 2026,Hard,Karma N.,Radovanovic T.
20260308,Futures 2026,Hard,Connel J.,Dayal N.
20260308,Futures 2026,Hard,Sengul B.,Nakajima K.
20260308,Futures 2026,Hard,Munoz Fuster J.,Gutteridge L.
20260308,Futures 2026,Hard,Nolan W.,Angelico J.
20260308,Futures 2026,Hard,Cunha V.,Kuszli B.
20260308,Futures 2026,Hard,Maurice H.,Blackbeard R.
20260308,Futures 2026,Hard,Lagarrigue L.,Theate P.
20260308,Futures 2026,Hard,Tremblay D.,Yang X.
20260308,Futures 2026,Hard,Xia Y.,Yue M.
20260308,Futures 2026,Hard,Suksumrarn T.,Han X.
20260308,Futures 2026,Hard,Chen X.,Chang T.
20260308,Futures 2026,Hard,Namigandet Tenguere L.,Riu M.
20260308,Futures 2026,Hard,Boutleux N.,Samson A.
20260308,Futures 2026,Hard,Tiurnev E.,Lin J.
20260308,Futures 2026,Hard,Ye X.,Serazhetdinov R.
20260308,Futures 2026,Hard,Dong Z.,Vanderborght M.
20260308,Futures 2026,Hard,Susanto A.,Crowther C.
20260308,Futures 2026,Hard,Huang H.,Yin B.
20260308,Futures 2026,Hard,Vishenchuk Vishenko D.,Nithithananont N.
20260308,Futures 2026,Hard,Cogan R.,Thadpong K.
20260308,Futures 2026,Hard,Zhang C.,Charusorn P.
20260308,Futures 2026,Hard,Verwerft L.,Baragiola Mordini T.
20260308,Futures 2026,Hard,Eichenseher D.,Darmoul A.
20260308,Futures 2026,Hard,Hadzialijagic D.,Aksonov K.
20260308,Futures 2026,Hard,Gerbaud T.,Ngijol Carre P.
20260308,Futures 2026,Hard,Kupcic J.,Manuel J.
20260308,Futures 2026,Hard,Salvestre D.,Petit L.
20260308,Futures 2026,Hard,Geldof B.,Witz A.
20260308,Futures 2026,Hard,Mietusch L.,Nemeth A.
20260308,Futures 2026,Hard,Guarducci F.,Hribar M.
20260308,Futures 2026,Hard,Bacaloni A.,Etty E.
20260308,Futures 2026,Hard,De Carvalho V.,Vaithianathan A.
20260308,Futures 2026,Hard,Sapic N.,Svetlakou U.
20260308,Futures 2026,Hard,Piano G.,Denguezli M.
20260308,Futures 2026,Hard,Mencaglia S.,Retelj M.
20260308,Futures 2026,Hard,Estephan J.,Littlejohn F.
20260308,Futures 2026,Hard,Pierre H.,Barrere V.
20260308,Futures 2026,Hard,Zhao Z.,Wu K.
20260308,Futures 2026,Hard,Sun Q.,Du Y.
20260308,Futures 2026,Hard,Cheng J.,Han Y.
20260308,Futures 2026,Hard,Kolluru V.,Ushakov A.
20260308,Futures 2026,Hard,Villoslada E.,Morand L.
20260308,Futures 2026,Hard,Gallego J.,Alberca de las Casas F.
20260308,Futures 2026,Hard,Marini F.,Gialleonardo J.
20260308,Futures 2026,Hard,Rimoli E.,Grandinetti T.
20260308,Futures 2026,Hard,Iamachkine P.,Pesino S.
20260308,Futures 2026,Hard,Ciurletti A.,Lassaga E.
20260308,Futures 2026,Hard,Liu H.,Hongyu Y.
20260308,Futures 2026,Hard,Hamill Z.,Sousou C.
20260308,Futures 2026,Hard,Kubler J.,Murray A.
20260308,Futures 2026,Hard,Browning M.,Mckenzie J.
20260308,Futures 2026,Hard,De Jonge D.,Young G.
20260308,Futures 2026,Hard,Hsu Y.,Moriya H.
20260308,Futures 2026,Hard,Boulais J.,Domingues J.
20260308,Futures 2026,Hard,Stricker D.,Masur D.
20260308,Futures 2026,Hard,Dedura-Palomero D.,Ambrogi L.
20260308,Hersonissos challenger,Hard,Samuel T.,Wendelken H.
20260308,Brasília challenger,Hard,Rocha H.,Vallejo A.
20260308,Thionville challenger,Hard,Ofner S.,Budkov Kjaer N.
20260308,Indian Wells,Hard,Rinderknech A.,Cerundolo J.
20260308,Indian Wells,Hard,De Minaur A.,Korda S.
20260308,Futures 2026,Hard,Matusevich A.,Rossi L.
20260308,Indian Wells,Hard,Hijikata R.,Darderi L.
20260308,Indian Wells,Hard,Alcaraz C.,Dimitrov G.
20260308,Indian Wells,Hard,Fritz T.,Fearnley J.
20260308,Indian Wells,Hard,Baez S.,Lehecka J.
20260308,Indian Wells,Hard,Bublik A.,Kopriva V.
20260308,Indian Wells,Hard,Michelsen A.,Humbert U.
20260308,Indian Wells,Hard,Zverev A.,Nakashima B.
20260308,Indian Wells,Hard,Tien L.,Shelton B.
20260308,Indian Wells,Hard,Davidovich Fokina A.,Mensik J.
20260308,Indian Wells,Hard,Sinner J.,Shapovalov D.
